城市,岗位,薪酬,技能,工作经验,学历,职位类型,人数,公司名称,公司类型,公司规模,公司行业,地址,职位更新日期
上海,模型算法工程师,1.6-1.7万,"['图像算法', '大模型算法', '自然语言处理', 'Python', 'PyTorch', 'TensorFlow', 'OpenCV']",1-3年,本科,全职,1,首聘(北京)科技有限公司,民营,1000-9999人,企业服务,上海·浦东·张江,2025/3/13
上海,机器人售前方案工程师,1.8-2.5万·13薪,"['智慧产品', '智慧工厂', '智能制造', '智能产品']",5-10年,本科,全职,1,上海飒智智能科技有限公司,民营,100-299人,人工智能,上海·闵行·江川路,2025/3/27
上海,大客户经理（B端）-上海,2-2.8万·14薪,"['面销/陌拜', '区域销售', '人工智能']",3-5年,本科,全职,1,科讯嘉联,股份制企业,300-499人,互联网,上海·长宁·新泾,2024/5/21
上海,ai软件架构师,20-25万·15薪,,10年以上,本科,全职,10,上海欣聘信息技术有限公司,民营,20-99人,人力资源服务,上海·浦东·金桥,2025/3/27
上海,汽车资料文档开发岗,1.1-1.8万,"['技术文档', '车主手册']",3-5年,本科,全职,3,软通动力信息技术(集团)股份有限公司,民营,10000人以上,互联网,上海·浦东·金桥,2025/1/14
上海,专利代理人,1.5-3万·13薪,"['知识产权代理', '专利撰写', '专利挖掘', '专利申请']",3-5年,本科,全职,5,北京博思佳知识产权代理有限公司,民营,100-299人,商业代理服务,上海·静安·天目西路,2025/4/1
上海,2025届校招领航者计划-大模型应用工程师(AIOps方向),3-4.5万·15薪,"['大模型应用', 'PyTorch', 'TensorFlow']",经验不限,硕士,全职,1,上海耳序信息技术有限公司,民营,1000-9999人,互联网金融/小额贷款,上海·浦东·张江,2024/9/3
上海,AI软件开发工程师-双休/五险一金/年终奖,1.5-3万·14薪,"['C++', 'C语言']",经验不限,本科,全职,5,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,上海·青浦·金泽,2025/4/1
上海,行政内勤,7000-14000元,"['采购事务', '内勤管理']",5-10年,大专,全职,1,芯北电子科技(南京)有限公司,民营,100-299人,电子/半导体/集成电路,上海·浦东·张江,2025/3/18
上海,2025届校招领航者计划-算法工程师,3-4.5万·15薪,"['机器学习', '图像算法', '大模型算法', 'Python', 'R语言']",无经验,硕士,全职,1,上海耳序信息技术有限公司,民营,1000-9999人,互联网金融/小额贷款,上海·浦东·张江,2024/9/3
上海,数字化转型工程师,1.2-1.8万,"['Python', 'JavaScript', 'MySQL']",1-3年,本科,全职,1,上海海诚工程管理有限公司,国企,100-299人,咨询服务,上海·徐汇,2024/10/25
上海,大模型算法工程师,面议,,1-3年,硕士,全职,4,北京三快在线科技有限公司,上市公司,1000-9999人,互联网,上海·杨浦·大桥,2025/4/1
上海,机器视觉软件工程师,1.1-2万·13薪,"['机器人', 'C++']",1年以下,本科,全职,1,雅科贝思精密机电(上海)有限公司,外商独资,1000-9999人,仪器仪表制造,上海·浦东·川沙新,2025/3/12
上海,多模态RAG算法研究员,2-3万,,经验不限,硕士,全职,1,上海张江数学研究院,事业单位,100-299人,学术/科研,上海·浦东·张江,2025/3/14
上海,数字人直播产品助理,9000-10000元,['AI产品'],1-3年,本科,全职,1,上海微创软件股份有限公司,合资,10000人以上,IT服务,上海·浦东·张江,2025/3/20
上海,量化全栈工程师,3-3.5万·14薪,"['Redis', '全栈开发', '数据结构', '算法基础', '后端开发', 'Python', 'C++', 'MySQL']",经验不限,本科,全职,1,上海冬书官科技有限公司,民营,20-99人,计算机软件,上海·杨浦·大桥,2025/3/27
上海,数据采集（双休，朝九晚六）,6000-8000元,['数据爬虫'],经验不限,大专,全职,20,江西勤盾网络科技有限公司,民营,20-99人,IT服务,上海·宝山·罗店,2025/3/30
上海,nlp算法工程师,1.6-1.7万,"['智能客服', '自动问答', '聊天机器人', 'Python']",3-5年,本科,全职,1,首聘(北京)科技有限公司,民营,1000-9999人,企业服务,上海·浦东·张江,2025/3/3
上海,AI工程师,2-3万,,经验不限,硕士,全职,1,中国天楹股份有限公司,股份制企业,10000人以上,环保,上海·浦东·康桥,2025/3/6
上海,算法工程师,1.2-2.4万·13薪,"['深度学习', '机器学习', '图像算法', '机器视觉', 'OpenCV', 'Python', 'C++']",经验不限,本科,全职,5,上海劢擎科技有限公司,民营,20-99人,互联网,上海·浦东·张江,2024/10/11
上海,本地化服务运营,1.2-1.5万,"['电商平台', '商家运营', '运动健康', '签约提成']",1-3年,本科,全职,1,冠脉堂体育发展(上海)有限公司,民营,20-99人,体育,上海·松江·九亭,2025/3/12
上海,大模型研究算法专家,面议,,1-3年,硕士,全职,3,北京三快在线科技有限公司,上市公司,1000-9999人,互联网,上海·杨浦·大桥,2025/4/1
上海,高级AI (机器视觉) 工程师,2.5-3.5万·14薪,"['智慧港口', 'OpenCV', 'Keras', 'TensorFlow']",3-5年,本科,全职,5,上海劢擎科技有限公司,民营,20-99人,互联网,上海·浦东·张江,2025/3/28
上海,AI应用工程师,6000-10000元,['深度学习'],1-3年,本科,全职,1,上海九慈医疗器械有限公司,民营,20-99人,医药制造,上海·静安·大宁路,2025/3/4
上海,博士后,2-2.5万,"['基因工程', '细胞治疗', '生物工程', '再生医学', '医疗设备', '纳米材料', '人工智能']",经验不限,博士,全职,1,上海交通大学医学院附属瑞金医院,医院,1000-9999人,医院,上海·黄浦·瑞金二路,2025/1/17
上海,语言大模型算法工程师,1-1.5万,,3-5年,本科,全职,1,创壹(上海)信息科技有限公司,民营,20-99人,互联网,上海·杨浦·定海路,2025/3/21
上海,强化学习算法工程师,2-4万,"['人工神经网络', '强化学习', '深度学习', '数据建模']",1-3年,硕士,全职,1,中曼石油,股份制企业,1000-9999人,石油/石化,上海·浦东·泥城,2024/12/13
上海,数字化系统管理员(J10140),9000-12000元,"['Java', 'Python', '二次开发']",经验不限,本科,全职,999,上海山源电子科技股份有限公司,民营,300-499人,通信/网络设备,上海·松江·新桥,2025/3/19
上海,计算机视觉/图像处理工程师,1.2-2万,"['图像识别产品', '智慧医疗', 'PyTorch', 'Python', 'C++', 'NNUNET']",1-3年,本科,全职,3,苏州橘杏科技有限公司,民营,20-99人,计算机软件,上海·闵行·七宝,2024/7/23
上海,销售（健康养老方向）,1-1.2万,"['养老', '健康']",1-3年,大专,全职,1,万达信息,民营,1000-9999人,计算机软件,上海·徐汇·虹梅路,2025/3/14
上海,NLP算法工程师,1-2万,"['文本分析', '序列标注', '分词', '词法分析', '语义分析', '情感分析', '信息抽取', '文本挖掘']",1-3年,本科,全职,1,特易资讯,国企,100-299人,互联网,上海·徐汇·虹梅路,2024/7/18
上海,大模型应用和智能体技术 算法工程师,面议,,1-3年,硕士,全职,1,北京三快在线科技有限公司,上市公司,1000-9999人,互联网,上海,2025/4/1
上海,博士后-生物学方向,2-2.5万,"['分子生物学', '细胞生物学', '基因工程', '细胞治疗', '微生物工程', '生物工程', '临床科研']",经验不限,博士,全职,50,上海交通大学医学院附属瑞金医院,医院,1000-9999人,医院,上海·黄浦·瑞金二路,2025/1/17
上海,大模型与智能体算法工程师/专家,面议,,1-3年,硕士,全职,3,北京三快在线科技有限公司,上市公司,1000-9999人,互联网,上海,2025/4/1
上海,博士后-生物医学工程方向,2-2.5万,"['图像处理', '再生医学', '神经工程', '医疗设备', '纳米材料', '人工智能', '机器人研发']",经验不限,博士,全职,50,上海交通大学医学院附属瑞金医院,医院,1000-9999人,医院,上海·黄浦·瑞金二路,2025/1/17
上海,经理助理,1.3-2.2万·13薪,,1年以下,大专,全职,1,上海九力实业有限公司,民营,20-99人,新媒体,上海·静安·共和新路,2025/3/30
上海,rpa机器人流程自动化工程师,1.8-3万·13薪,"['机器人算法', 'PyTorch']",3-5年,本科,全职,1,上海今创信息技术有限公司,上市公司,100-299人,计算机软件,上海·青浦·徐泾,2025/2/6
上海,数字化工程师,1.1-1.5万,,经验不限,硕士,全职,1,上海中船船舶设计技术国家工程研究中心有限公司,国企,100-299人,船舶/航空/航天/火车制造,上海·闵行·浦江,2025/3/20
上海,解决方案工程师（电气自动化方向）,1.5-2.5万,"['智慧产品', '自动化产品', '工业自动化产品', '自动化非标产品', '智慧工厂', '智能制造']",3-5年,本科,全职,1,大连美恒电气有限公司,合资,100-299人,工业自动化,上海·浦东·三林,2025/2/19
上海,高级数字营销,9000-18000元,"['网络营销', '海外营销', '新媒体营销', '自媒体营销', '短视频营销']",1-3年,本科,全职,5,内蒙古佰邦科技股份有限公司,民营,100-299人,贸易/进出口,上海·闵行·莘庄,2025/1/23
上海,科创AI大客户销售代表（工信部唯一认定平台）,1.2-1.6万·16薪,['电销+面销'],经验不限,本科,全职,10,企知道大数据科技有限公司,民营,1000-9999人,专业技术服务,上海·闵行·莘庄,2025/3/17
上海,算法工程师,1.5-3万,,经验不限,本科,全职,100,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,上海·浦东·金桥,2025/4/1
上海,AI应用工程师/分析师,1-1.5万,"['数字虚拟人', '搜索', '推荐']",1-3年,本科,全职,1,上海强生轻工有限公司,合资,1000-9999人,服装/纺织/皮革,上海·长宁·虹桥,2025/2/10
上海,AI算法,1.6-1.8万,"['深度学习', '图像算法', '大模型算法', 'PyTorch', 'OpenCV', 'Python']",3-5年,本科,全职,1,首聘(北京)科技有限公司,民营,1000-9999人,企业服务,上海·浦东·张江,2025/3/5
上海,AI算法，开发，测试（HC多多，六险一金）,1.6-3万·16薪,"['机器学习', '深度学习', '图像算法', '自然语言处理', '机器视觉', '搜索/推荐算法', 'Python', 'C++', 'Java', 'JS', 'c']",经验不限,本科,全职,30,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,上海·浦东·金桥,2025/4/1
上海,交付经理,1-1.5万,"['RPO项目', '招聘项目']",3-5年,本科,全职,1,上海兼达信息技术服务有限公司,民营,100-299人,计算机软件,上海·浦东·周家渡,2025/2/6
上海,系统工程师,1.4-1.6万,['Linux'],1-3年,大专,全职,1,航锦科技,上市公司,1000-9999人,化学原料/化学制品,上海·徐汇·龙华,2025/3/12
上海,智能传感器工程师,1.5-3万,"['光学设计', '电路设计', '传感器']",经验不限,本科,全职,1,千觉机器人科技(上海)有限公司,民营,20-99人,人工智能,上海·闵行·江川路,2024/10/10
上海,项目经理（AI）,1.2-1.5万,,3-5年,本科,全职,1,上海兼达信息技术服务有限公司,民营,100-299人,计算机软件,上海·浦东·张江,2024/9/14
上海,技术担当（半导体材料开发）,1-1.3万·14薪,"['半导体材料', '显示器材料', '封装', '安装/调试', '研发']",3-5年,本科,全职,1,欧浮瑞(东莞)人力资源有限公司,民营,20-99人,电子/半导体/集成电路,上海·闵行·新虹,2025/3/25
上海,AI算法工程师（C/C++/java/python/go等 语言不限，工作地址全国可协调）,1.5-3万·15薪,"['深度学习', '多模态算法', '大模型算法', 'GPT', 'Transformer', 'DNN', 'ResNet', '自然语言处理', '智能驾驶', '导航算法', 'PyTorch', 'TensorFlow', 'OpenCV', 'Python', 'C++', 'C语言']",经验不限,本科,全职,30,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,上海·浦东·金桥,2025/3/28
上海,数字化开发工程师,1.1-1.5万,,无经验,硕士,全职,1,上海中船船舶设计技术国家工程研究中心有限公司,国企,100-299人,船舶/航空/航天/火车制造,上海·闵行·浦江,2025/3/20
上海,Python后端开发-飞书深诺（周末双休）,面议,"['Flask', 'Scrapy', 'MySQL']",3-5年,大专,全职,1,中软国际,上市公司,10000人以上,计算机软件,上海·长宁·虹桥,2025/3/31
上海,plc工程师,1-1.5万·13薪,"['PLC', 'PLC程序设计', 'WinCC', 'STEP 7', '自控系统']",1-3年,大专,全职,10,西柯智能科技(上海)有限公司,民营,20-99人,专用设备制造,上海·航头,2024/7/5
上海,BDM 市场拓展经理,1-2万·13薪,,3-5年,本科,全职,1,研扬科技(苏州)有限公司,外商独资,20-99人,电子/半导体/集成电路,上海·徐汇·虹梅路,2025/1/10
上海,运动控制算法工程师,2.5-4万,,1-3年,本科,全职,1,北京源络科技有限公司,民营,20-99人,人工智能,上海·徐汇·徐家汇,2025/3/11
上海,AI智算工程师,9000-10000元,,经验不限,本科,全职,1,万宝盛华企业管理咨询(上海)有限公司大连分公司,上市公司,1000-9999人,互联网,上海·虹口·北外滩,2025/3/28
上海,与信专员（风控）,8000-12000元·15薪,"['供应链金融风控', '互联网金融风控', '银行业风控', '并购风控', '贷款风控', '反舞弊', 'CPA非执业会员', '日语流利']",3-5年,本科,全职,1,欧浮瑞(东莞)人力资源有限公司,民营,20-99人,电子/半导体/集成电路,上海·浦东·金杨新村,2025/3/29
上海,Python工程师（AI方向）,1.2-2.2万,['VBA'],3-5年,硕士,全职,1,上海汉洁环境工程有限公司,民营,100-299人,化工,上海·静安·彭浦新村,2025/3/20
上海,数据挖掘工程师,7000-14000元,"['网络爬虫', 'Python', '数据挖掘', '机器学习', '人脸识别', '爬虫架构']",1年以下,本科,全职,2,上海市弘安律师事务所,律师事务所,20-99人,法律服务,上海·黄浦·打浦桥,2025/3/31
上海,大客户销售（物联网，智能硬件，信息技术）,1.5-2.5万,"['区域销售', '面销/陌拜']",5-10年,大专,全职,10,上海捷索电子科技有限公司,民营,20-99人,电子/半导体/集成电路,上海·嘉定·江桥,2025/3/4
上海,应付会计,1.2-1.6万,"['应付', '外企', '英文']",3-5年,本科,全职,1,铁山档案文件管理(上海)有限公司,外商独资,300-499人,货运/物流/仓储,上海·杨浦·平凉路,2025/3/11
上海,亚马逊运营,1.1-2万·14薪,"['亚马逊', '精品运营', '海外推广', 'Google', 'Facebook', '英语']",3-5年,本科,全职,1,上海广为电器集团有限公司,民营,1000-9999人,电子设备制造,上海·闵行·吴泾,2025/3/6
上海,科研项目主管,1.8-3.5万,"['大数据', '云计算', '空间测绘', '空间信息网络', '数据处理、分发、分析及应用', '网络性能服务质量，管理', '人工智能网络的算法研究', '基于数据的威胁检测']",经验不限,硕士,全职,1,上海飞旗网络技术股份有限公司,股份制企业,100-299人,互联网,上海·浦东·唐镇,2024/12/17
上海,AI应用开发经理,1.4-2.2万,"['推荐', '智能问答', '搜索', '智能语音']",1-3年,本科,全职,1,新宜久财务咨询(上海)有限公司,民营,20-99人,财务/审计/税务,上海·浦东·陆家嘴,2025/3/21
上海,智能外呼运营专员,9000-12000元,"['产品运营', '用户运营', '活动运营']",3-5年,本科,全职,2,上海兼达信息技术服务有限公司,民营,100-299人,计算机软件,上海·浦东·张江,2025/3/11
上海,算法工程师,1.3-1.8万,"['多模态算法', '大模型算法', 'PyTorch', 'TensorFlow', 'Python']",1-3年,本科,全职,1,普望(上海)信息科技有限公司,民营,20-99人,互联网,上海·浦东·张江,2024/6/25
上海,民宿运营管家,8000-10000元,['民宿管家'],经验不限,学历不限,全职,1,上海柠希信息技术有限公司,民营,20-99人,人工智能,上海·青浦·朱家角,2024/11/26
上海,测试工程师,1-1.3万,"['软件测试', '系统测试', '功能测试']",5-10年,本科,全职,4,上海兼达信息技术服务有限公司,民营,100-299人,计算机软件,上海·徐汇·枫林路,2025/2/28
